Plate Height Test:,PlateHeightTestpcrplate_skirted_riser2020161122162132
Time:,2016-11-22 16:21:32.28927396 +0000 GMT
antha-lang/antha commitID:,21549a6339dffacb5b3ee66046f2e8e2ced2aa99

TestName,Plate,Liquid name,Liquid type ,Liquid Volume,Well ,Aspirate mm from Bottom of well? ,Dispense mm from Bottom of well? ,Acceptable? ," Comments",plate Z start,Plate Height,lhpolicy aspirate z offset,lhpolicy dispense z offset
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,water,19.000ul,A1,"  ","  "," "," ",18.5,15.5,<nil>,1
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,PostMix,19.000ul,B1,"  ","  "," "," ",18.5,15.5,<nil>,0.5
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,PreMix,19.000ul,C1,"  ","  "," "," ",18.5,15.5,<nil>,0.5
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,DispenseAboveLiquid,19.000ul,D1,"  ","  "," "," ",18.5,15.5,<nil>,<nil>
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,water,100.000ul,E1,"  ","  "," "," ",18.5,15.5,<nil>,1
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,PostMix,100.000ul,F1,"  ","  "," "," ",18.5,15.5,<nil>,0.5
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,PreMix,100.000ul,G1,"  ","  "," "," ",18.5,15.5,<nil>,0.5
PlateHeightTestpcrplate_skirted_riser2020161122162132,pcrplate_skirted_riser20_Platenumber_1,tartrazine,DispenseAboveLiquid,100.000ul,H1,"  ","  "," "," ",18.5,15.5,<nil>,<nil>
